Subject No,Tooth ID,Day,Rostral ,Buccal ,Distal,Palatal,Gingivial Recession,Bleeding Assessment,Comments
M,402,120,,,,,,,
M,402,150,,,,,,,
M,401,0,3,1,2,2,0,2,
M,401,30,4,1,3,2,0,2,
M,401,60,4,1,3,2,0,0,
M,401,90,,,,,,,
M,401,120,,,,,,,
M,401,150,,,,,,,
M,301,0,1,1,2,1,0,0,
M,301,30,2,1,3,1,0,0,
M,301,60,3,1,3,3,0,0,
M,301,90,,,,,,,
M,301,120,,,,,,,
M,301,150,,,,,,,
M,302,0,1,1,1,1,0,2,
M,302,30,3,1,2,1,0,0,
M,302,60,3,1,3,3,0,0,
M,302,90,,,,,,,
M,302,120,,,,,,,
M,302,150,,,,,,,
M,303,0,1,1,3,1,0,2,
M,303,30,1,1,4,3,0,2,
M,303,60,3,1,4,3,0,2,
M,303,90,,,,,,,
M,303,120,,,,,,,
M,303,150,,,,,,,
M,304,0,4,3,3,3,0,2,
M,304,30,4,3,4,4,0,2,
M,304,60,5,3,4,4,0,2,
M,304,90,,,,,,,
M,304,120,,,,,,,
M,304,150,,,,,,,
M,305,0,1,1,1,1,0,2,
M,305,30,2,2,1,2,0,2,
M,305,60,2,2,1,2,0,1,
M,305,90,,,,,,,
M,305,120,,,,,,,
M,305,150,,,,,,,
M,306,0,1,1,1,1,0,1,
M,306,30,2,1,2,1,0,1,
M,306,60,2,1,2,1,0,2,
M,306,90,,,,,,,
M,306,120,,,,,,,
M,306,150,,,,,,,
M,307,0,1,1,1,1,0,2,
M,307,30,1,1,1,2,0,0,
M,307,60,3,1,2,2,0,2,
M,307,90,,,,,,,
M,37,120,,,,,,,
M,307,150,,,,,,,
M,308,0,1,1,3,1,0,2,
M,308,30,1,1,4,3,0,2,
M,308,60,1,1,4,4,0,2,
M,308,90,,,,,,,
M,308,120,,,,,,,
M,308,150,,,,,,,
M,309,0,1,1,1,1,0,2,
M,309,30,2,1,2,1,0,2,
M,309,60,2,1,2,1,0,2,
M,309,90,,,,,,,
M,309,120,,,,,,,
M,309,150,,,,,,,
M,310,0,1,1,1,1,0,2,
M,310,30,1,2,1,1,0,2,
M,310,60,1,2,1,1,0,2,
M,310,90,,,,,,,
M,310,120,,,,,,,
M,310,150,,,,,,,
M,311,0,1,1,1,1,0,2,
M,311,30,1,1,1,1,0,2,
M,311,60,1,2,2,1,0,2,
M,311,90,,,,,,,
M,311,120,,,,,,,
M,311,150,,,,,,,
