Subject No,Tooth ID,Day,Rostral ,Buccal ,Distal,Palatal,Gingivial Recession,Bleeding Assessment,Comments
J,207,90,,,,,,,
J,207,120,,,,,,,
J,207,150,,,,,,,
J,208,0,3,2,4,3,0,2,
J,208,30,2,2,4,3,0,2,
J,208,60,2,2,4,2,0,2,
J,208,90,,,,,,,
J,208,120,,,,,,,
J,208,150,,,,,,,
J,209,0,4,3,3,3,0,2,
J,209,30,3,2,2,2,0,2,
J,209,60,3,2,2,2,0,2,
J,209,90,,,,,,,
J,209,120,,,,,,,
J,209,150,,,,,,,
J,210,0,2,2,2,2,0,2,
J,210,30,1,1,1,1,0,0,
J,210,60,1,1,1,1,0,1,
J,210,90,,,,,,,
J,210,120,,,,,,,
J,210,150,,,,,,,
J,411,0,3,3,3,3,0,2,
J,411,30,3,3,2,1,0,2,
J,411,60,3,2,1,1,0,2,
J,411,90,,,,,,,
J,411,120,,,,,,,
J,411,150,,,,,,,
J,410,0,4,3,3,3,0,2,
J,410,30,4,2,2,1,0,2,
J,410,60,4,2,2,1,0,2,
J,410,90,,,,,,,
J,410,120,,,,,,,
J,410,150,,,,,,,
J,409,0,3,3,3,3,0,2,
J,409,30,2,2,3,3,0,2,
J,409,60,2,2,2,2,0,2,
J,409,90,,,,,,,
J,409,120,,,,,,,
J,409,150,,,,,,,
J,408,0,4,2,5,4,0,2,
J,408,30,1,2,4,4,0,2,
J,408,60,1,1,3,4,0,2,
J,408,90,,,,,,,
J,408,120,,,,,,,
J,408,150,,,,,,,
J,407,0,3,1,3,3,0,2,
J,407,30,3,1,3,1,0,1,
J,407,60,2,1,2,1,0,2,
J,407,90,,,,,,,
J,407,120,,,,,,,
J,407,150,,,,,,,
J,406,0,4,1,3,3,0,2,
J,406,30,2,1,3,1,0,1,
J,406,60,1,1,2,2,0,2,
J,406,90,,,,,,,
J,406,120,,,,,,,
J,406,150,,,,,,,
J,405,0,2,1,3,2,0,2,
J,405,30,1,1,2,2,0,2,
J,405,60,1,1,2,2,0,2,
J,405,90,,,,,,,
J,405,120,,,,,,,
J,405,150,,,,,,,
J,404,0,4,3,4,4,0,2,
J,404,30,4,3,4,3,0,2,
J,404,60,4,3,3,2,0,2,
J,404,90,,,,,,,
J,404,120,,,,,,,
J,404,150,,,,,,,
J,403,0,4,2,4,3,0,2,
J,403,30,3,2,4,3,0,2,
J,403,60,3,1,3,3,0,2,
J,403,90,,,,,,,
J,403,120,,,,,,,
J,403,150,,,,,,,
J,402,0,4,1,4,3,0,2,
J,402,30,3,1,3,3,0,2,
J,402,60,2,1,3,2,0,2,
J,402,90,,,,,,,
J,402,120,,,,,,,
J,402,150,,,,,,,
J,401,0,4,1,2,3,0,0,
J,401,30,4,1,2,3,0,2,
J,401,60,4,1,1,2,0,0,
J,401,90,,,,,,,
J,401,120,,,,,,,
J,401,150,,,,,,,
J,301,0,4,1,3,3,0,2,
J,301,30,4,1,3,3,0,2,
J,301,60,2,1,3,2,0,2,
J,301,90,,,,,,,
J,301,120,,,,,,,
J,301,150,,,,,,,
J,302,0,3,1,3,3,0,2,
J,302,30,3,1,3,2,0,2,
J,302,60,2,1,3,1,0,2,
J,302,90,,,,,,,
J,302,120,,,,,,,
J,302,150,,,,,,,
J,303,0,3,2,4,3,0,2,
J,303,30,3,2,4,2,0,2,
J,303,60,1,1,3,1,0,2,
J,303,90,,,,,,,
J,303,120,,,,,,,
J,303,150,,,,,,,
J,304,0,4,4,4,3,0,2,
J,304,30,4,3,4,2,0,1,
J,304,60,4,2,4,2,0,2,
J,304,90,,,,,,,
J,304,120,,,,,,,
J,304,150,,,,,,,
J,305,0,2,1,1,2,0,2,
J,305,30,1,1,1,2,0,2,
J,305,60,1,1,1,2,0,2,
J,305,90,,,,,,,
J,305,120,,,,,,,
J,305,150,,,,,,,
J,306,0,3,1,3,3,0,2,
J,306,30,3,1,3,2,0,2,
J,306,60,3,1,3,2,0,2,
J,306,90,,,,,,,
J,306,120,,,,,,,
J,306,150,,,,,,,
J,307,0,3,1,3,3,0,2,
J,307,30,3,1,3,2,0,2,
J,307,60,2,1,2,2,0,2,
J,307,90,,,,,,,
J,37,120,,,,,,,
J,307,150,,,,,,,
J,308,0,3,1,9,10,0,2,
J,308,30,3,1,7,10,0,2,
J,308,60,1,1,3,9,0,2,
J,308,90,,,,,,,
J,308,120,,,,,,,
J,308,150,,,,,,,
J,309,0,3,1,4,6,0,2,
J,309,30,1,1,3,4,0,2,
J,309,60,1,1,3,1,0,2,
J,309,90,,,,,,,
J,309,120,,,,,,,
J,309,150,,,,,,,
J,310,0,5,4,2,5,0,2,
J,310,30,5,3,2,4,0,2,
J,310,60,4,3,2,2,0,2,
J,310,90,,,,,,,
J,310,120,,,,,,,
J,310,150,,,,,,,
J,311,0,1,1,1,1,0,2,
J,311,30,1,1,1,1,0,0,
J,311,60,1,1,1,1,0,1,
J,311,90,,,,,,,
J,311,120,,,,,,,
J,311,150,,,,,,,
